,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bins,Total_spaces_new
25032,West Footscray,2,u,Sweeney,2016-05-28,8.2,3012.0,2,1,1,50.0,Western Metropolitan,5058,456000,Nearby,4
25033,West Footscray,3,h,Sweeney,2016-05-28,8.2,3012.0,3,1,1,321.0,Western Metropolitan,5058,660000,Nearby,5
25034,Albion,1,u,Biggin,2016-05-28,13.9,3020.0,2,1,1,86.0,Western Metropolitan,2185,145000,Nearby,4
25035,Brooklyn,2,t,hockingstuart,2016-05-28,10.9,3012.0,2,1,1,200.0,Western Metropolitan,962,490000,Nearby,4
25036,Brooklyn,2,u,Trimson,2016-05-28,10.9,3012.0,2,1,1,80.0,Western Metropolitan,962,400000,Nearby,4
25037,Oakleigh,4,h,Woodards,2016-05-28,14.0,3166.0,3,2,1,728.0,Southern Metropolitan,3224,855000,Nearby,6
25038,Oakleigh,5,h,Ray,2016-05-28,14.0,3166.0,5,3,2,695.0,Southern Metropolitan,3224,1600000,Nearby,10
25039,Oakleigh,2,u,Ray,2016-05-28,14.0,3166.0,1,1,1,50.0,Southern Metropolitan,3224,600000,Nearby,3
25040,Ripponlea,2,u,hockingstuart,2016-05-28,7.4,3185.0,2,1,1,50.0,Southern Metropolitan,821,520000,Nearby,4
25041,Cremorne,3,h,Biggin,2016-05-28,2.5,3121.0,2,2,2,138.0,Northern Metropolitan,1123,1300000,Nearby,6
25042,Strathmore Heights,3,u,Paul,2016-05-28,12.5,3041.0,2,1,1,80.0,Western Metropolitan,389,750000,Nearby,4
25043,Travancore,2,u,Ray,2016-05-28,5.3,3032.0,2,1,1,50.0,Western Metropolitan,1052,315000,Nearby,4
25044,Caulfield East,2,u,Ray,2016-05-28,9.3,3145.0,1,1,1,50.0,Southern Metropolitan,608,555000,Nearby,3
25045,Keilor Park,3,h,Nelson,2016-05-28,14.5,3042.0,3,2,2,554.0,Western Metropolitan,1119,566000,Nearby,7
25046,Princes Hill,4,h,Nelson,2016-05-28,3.7,3054.0,4,2,1,256.0,Northern Metropolitan,1008,1908000,Nearby,7
25047,Airport West,3,u,Nelson,2016-08-28,13.5,3042.0,2,1,1,80.0,Western Metropolitan,3464,820000,Nearby,4
25048,Albert Park,3,h,hockingstuart,2016-08-28,3.3,3206.0,3,2,0,152.0,Southern Metropolitan,3280,2030000,Nearby,5
25049,Albert Park,3,h,Marshall,2016-08-28,3.3,3206.0,3,2,2,147.0,Southern Metropolitan,3280,1740000,Nearby,7
25050,Alphington,3,h,McGrath,2016-08-28,6.4,3078.0,3,0,0,597.0,Northern Metropolitan,2211,1485000,Nearby,3
25051,Altona,3,h,Greg,2016-08-28,13.8,3018.0,3,1,2,604.0,Western Metropolitan,5301,740000,Nearby,6
25052,Altona,4,h,Sweeney,2016-08-28,13.8,3018.0,4,2,3,532.0,Western Metropolitan,5301,931000,Nearby,9
25053,Altona North,2,u,Jas,2016-08-28,11.1,3025.0,2,1,1,153.0,Western Metropolitan,5132,292000,Nearby,4
25054,Altona North,3,t,hockingstuart,2016-08-28,11.1,3025.0,2,1,1,200.0,Western Metropolitan,5132,640000,Nearby,4
25055,Armadale,2,u,Jellis,2016-08-28,6.3,3143.0,1,1,1,50.0,Southern Metropolitan,4836,577000,Nearby,3
25056,Armadale,3,h,Marshall,2016-08-28,6.3,3143.0,3,1,1,593.0,Southern Metropolitan,4836,2865000,Nearby,5
25057,Armadale,5,h,Marshall,2016-08-28,6.3,3143.0,5,2,2,617.0,Southern Metropolitan,4836,2810000,Nearby,9
25058,Armadale,2,u,Ray,2016-08-28,6.3,3143.0,3,1,1,50.0,Southern Metropolitan,4836,565000,Nearby,5
25059,Armadale,1,u,hockingstuart,2016-08-28,6.3,3143.0,1,1,1,50.0,Southern Metropolitan,4836,567000,Nearby,3
25060,Ascot Vale,3,h,Alexkarbon,2016-08-28,5.9,3032.0,3,1,0,216.0,Western Metropolitan,6567,965000,Nearby,4
25061,Ascot Vale,3,h,Stockdale,2016-08-28,5.9,3032.0,3,1,1,452.0,Western Metropolitan,6567,1215000,Nearby,5
25062,Ascot Vale,2,u,Nelson,2016-08-28,5.9,3032.0,2,1,2,194.0,Western Metropolitan,6567,545000,Nearby,5
25063,Ascot Vale,4,h,Brad,2016-08-28,5.9,3032.0,3,1,1,537.0,Western Metropolitan,6567,1800000,Nearby,5
25064,Ascot Vale,3,t,Brad,2016-08-28,5.9,3032.0,2,1,1,200.0,Western Metropolitan,6567,840000,Nearby,4
25065,Ashburton,3,h,Marshall,2016-08-28,11.0,3147.0,3,1,2,1063.0,Southern Metropolitan,3052,1320000,Nearby,6
25066,Ashburton,3,h,Marshall,2016-08-28,11.0,3147.0,3,1,1,697.0,Southern Metropolitan,3052,1650000,Nearby,5
25067,Ashwood,3,t,Barry,2016-08-28,12.2,3147.0,2,1,2,212.0,Southern Metropolitan,2894,830000,Nearby,5
25068,Avondale Heights,3,h,Moonee,2016-08-28,10.5,3034.0,3,1,1,590.0,Western Metropolitan,4502,642000,Nearby,5
25069,Avondale Heights,3,h,Moonee,2016-08-28,10.5,3034.0,3,1,1,537.0,Western Metropolitan,4502,730000,Nearby,5
25070,Avondale Heights,3,h,Barry,2016-08-28,10.5,3034.0,3,2,3,638.0,Western Metropolitan,4502,863000,Nearby,8
25071,Avondale Heights,3,h,Moonee,2016-08-28,10.5,3034.0,3,1,2,607.0,Western Metropolitan,4502,740000,Nearby,6
25072,Balaclava,2,u,hockingstuart,2016-08-28,6.6,3183.0,2,0,0,50.0,Southern Metropolitan,2952,497500,Nearby,2
25073,Balwyn,2,u,hockingstuart,2016-08-28,9.7,3103.0,2,1,1,130.0,Southern Metropolitan,5682,730000,Nearby,4
25074,Balwyn,4,h,hockingstuart,2016-08-28,9.7,3103.0,3,1,1,593.0,Southern Metropolitan,5682,1530000,Nearby,5
25075,Balwyn,5,h,Jellis,2016-08-28,9.7,3103.0,5,7,6,50.0,Southern Metropolitan,5682,3900000,Nearby,18
25076,Balwyn,3,h,Noel,2016-08-28,9.7,3103.0,3,2,2,404.0,Southern Metropolitan,5682,1500000,Nearby,7
25077,Balwyn,3,h,Fletchers,2016-08-28,9.7,3103.0,3,1,1,607.0,Southern Metropolitan,5682,1850000,Nearby,5
25078,Balwyn North,3,h,Kay,2016-08-28,9.2,3104.0,3,1,2,75100.0,Southern Metropolitan,7809,2000000,Nearby,6
25079,Balwyn North,4,h,Jellis,2016-08-28,9.2,3104.0,4,2,3,620.0,Southern Metropolitan,7809,2155000,Nearby,9
25080,Balwyn North,3,h,Fletchers,2016-08-28,9.2,3104.0,3,2,2,282.0,Southern Metropolitan,7809,1225000,Nearby,7
25081,Balwyn North,4,h,Noel,2016-08-28,9.2,3104.0,4,2,2,730.0,Southern Metropolitan,7809,2150000,Nearby,8
25082,Balwyn North,3,h,Fletchers,2016-08-28,9.2,3104.0,3,2,1,720.0,Southern Metropolitan,7809,1770000,Nearby,6
25083,Bentleigh,3,h,Buxton,2016-08-28,13.0,3204.0,2,2,2,572.0,Southern Metropolitan,6795,1535000,Nearby,6
25084,Bentleigh,3,t,hockingstuart,2016-08-28,13.0,3204.0,3,2,1,267.0,Southern Metropolitan,6795,1450000,Nearby,6
25085,Bentleigh,4,h,hockingstuart,2016-08-28,13.0,3204.0,3,1,5,594.0,Southern Metropolitan,6795,1281000,Nearby,9
25086,Bentleigh,3,u,C21,2016-08-28,13.0,3204.0,3,2,2,292.0,Southern Metropolitan,6795,1096000,Nearby,7
25087,Bentleigh,5,h,Buxton,2016-08-28,13.0,3204.0,5,2,2,664.0,Southern Metropolitan,6795,1385000,Nearby,9
25088,Bentleigh,3,u,Buxton,2016-08-28,13.0,3204.0,3,1,1,50.0,Southern Metropolitan,6795,517500,Nearby,5
25089,Bentleigh,4,t,Buxton,2016-08-28,13.0,3204.0,4,2,2,345.0,Southern Metropolitan,6795,1245000,Nearby,8
25090,Bentleigh,4,h,Woodards,2016-08-28,13.0,3204.0,3,1,1,593.0,Southern Metropolitan,6795,1330000,Nearby,5
25091,Bentleigh,2,u,Buxton,2016-08-28,13.0,3204.0,2,1,1,50.0,Southern Metropolitan,6795,503000,Nearby,4
25092,Bentleigh,4,h,Buxton,2016-08-28,13.0,3204.0,4,4,2,579.0,Southern Metropolitan,6795,2620000,Nearby,10
25093,Bentleigh East,3,t,Buxton,2016-08-28,13.9,3165.0,3,2,1,209.0,Southern Metropolitan,10969,780000,Nearby,6
25094,Bentleigh East,4,h,C21,2016-08-28,13.9,3165.0,4,2,3,625.0,Southern Metropolitan,10969,1015000,Nearby,9
25095,Bentleigh East,4,t,Marshall,2016-08-28,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1200000,Nearby,6
25096,Bentleigh East,3,u,Woodards,2016-08-28,13.9,3165.0,3,2,2,395.0,Southern Metropolitan,10969,830000,Nearby,7
25097,Bentleigh East,3,h,Hodges,2016-08-28,13.9,3165.0,3,1,1,643.0,Southern Metropolitan,10969,1241000,Nearby,5
25098,Bentleigh East,4,h,Buxton,2016-08-28,13.9,3165.0,4,2,2,610.0,Southern Metropolitan,10969,1255000,Nearby,8
25099,Bentleigh East,4,t,Buxton,2016-08-28,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1025000,Nearby,6
25100,Bentleigh East,3,h,Buxton,2016-08-28,13.9,3165.0,3,1,1,593.0,Southern Metropolitan,10969,1320000,Nearby,5
25101,Bentleigh East,3,h,Gary,2016-08-28,13.9,3165.0,3,2,1,326.0,Southern Metropolitan,10969,870000,Nearby,6
25102,Bentleigh East,4,h,hockingstuart,2016-08-28,13.9,3165.0,4,2,2,592.0,Southern Metropolitan,10969,1472500,Nearby,8
25103,Box Hill,2,u,Stockdale,2016-08-28,13.1,3128.0,2,1,1,153.0,Eastern Metropolitan,4605,560000,Nearby,4
25104,Braybrook,3,h,Sweeney,2016-08-28,10.8,3019.0,3,2,1,531.0,Western Metropolitan,3589,697500,Nearby,6
25105,Brighton,3,u,hockingstuart,2016-08-28,11.2,3186.0,2,2,1,280.0,Southern Metropolitan,10579,1352500,Nearby,5
25106,Brighton,3,h,Nick,2016-08-28,11.2,3186.0,4,2,2,366.0,Southern Metropolitan,10579,2030000,Nearby,8
25107,Brighton,5,h,Marshall,2016-08-28,11.2,3186.0,4,2,2,1045.0,Southern Metropolitan,10579,3105000,Nearby,8
25108,Brighton,3,h,Nick,2016-08-28,11.2,3186.0,3,2,2,279.0,Southern Metropolitan,10579,1171000,Nearby,7
25109,Brighton,2,t,RT,2016-08-28,11.2,3186.0,2,2,1,267.0,Southern Metropolitan,10579,1400000,Nearby,5
25110,Brighton,2,u,Hodges,2016-08-28,11.2,3186.0,1,1,1,50.0,Southern Metropolitan,10579,940000,Nearby,3
25111,Brighton East,3,t,hockingstuart,2016-08-28,10.7,3187.0,3,2,2,247.0,Southern Metropolitan,6938,1420000,Nearby,7
25112,Brunswick,2,h,Nelson,2016-08-28,5.2,3056.0,3,1,1,482.0,Northern Metropolitan,11918,465000,Nearby,5
25113,Brunswick,2,t,Ray,2016-08-28,5.2,3056.0,2,1,1,145.0,Northern Metropolitan,11918,810000,Nearby,4
25114,Brunswick,1,h,Collins,2016-08-28,5.2,3056.0,1,1,1,147.0,Northern Metropolitan,11918,772000,Nearby,3
25115,Brunswick,3,h,Nelson,2016-08-28,5.2,3056.0,3,2,1,280.0,Northern Metropolitan,11918,1210000,Nearby,6
25116,Brunswick,4,h,Jellis,2016-08-28,5.2,3056.0,4,2,1,354.0,Northern Metropolitan,11918,1755000,Nearby,7
25117,Brunswick,3,u,Walshe,2016-08-28,5.2,3056.0,1,1,1,50.0,Northern Metropolitan,11918,691500,Nearby,3
25118,Brunswick,2,h,Jellis,2016-08-28,5.2,3056.0,2,1,1,182.0,Northern Metropolitan,11918,1073000,Nearby,4
25119,Brunswick,3,h,Nelson,2016-08-28,5.2,3056.0,3,2,1,316.0,Northern Metropolitan,11918,1080000,Nearby,6
25120,Brunswick West,2,h,Jellis,2016-08-28,5.9,3055.0,2,1,1,50.0,Northern Metropolitan,7082,440000,Nearby,4
25121,Brunswick West,2,h,Nelson,2016-08-28,5.9,3055.0,3,2,1,343.0,Northern Metropolitan,7082,816000,Nearby,6
25122,Burwood,3,t,Barry,2016-08-28,11.7,3125.0,3,2,1,170.0,Southern Metropolitan,5678,702000,Nearby,6
25123,Camberwell,4,h,Noel,2016-08-28,7.8,3124.0,4,3,4,697.0,Southern Metropolitan,8920,2000000,Nearby,11
25124,Camberwell,2,h,Fletchers,2016-08-28,7.8,3124.0,2,1,1,95.0,Southern Metropolitan,8920,706000,Nearby,4
25125,Camberwell,5,h,Marshall,2016-08-28,7.8,3124.0,5,5,1,639.0,Southern Metropolitan,8920,2250000,Nearby,11
25126,Camberwell,5,h,Fletchers,2016-08-28,7.8,3124.0,4,2,2,643.0,Southern Metropolitan,8920,2740000,Nearby,8
25127,Camberwell,4,h,Marshall,2016-08-28,7.8,3124.0,3,1,1,593.0,Southern Metropolitan,8920,1500000,Nearby,5
25128,Canterbury,4,t,O'Donoghues,2016-08-28,9.0,3126.0,3,2,2,278.0,Southern Metropolitan,3265,1420000,Nearby,7
25129,Carnegie,3,h,Ray,2016-08-28,11.4,3163.0,3,1,1,593.0,Southern Metropolitan,7822,1516000,Nearby,5
25130,Carnegie,2,u,Ray,2016-08-28,11.4,3163.0,2,1,1,912.0,Southern Metropolitan,7822,468250,Nearby,4
25131,Carnegie,3,h,Woodards,2016-08-28,11.4,3163.0,2,2,1,817.0,Southern Metropolitan,7822,1716000,Nearby,5
25132,Caulfield North,1,u,Gary,2016-08-28,8.1,3161.0,1,1,1,50.0,Southern Metropolitan,6923,400000,Nearby,3
25133,Caulfield North,4,h,Gary,2016-08-28,8.1,3161.0,4,2,1,810.0,Southern Metropolitan,6923,2170000,Nearby,7
25134,Caulfield South,2,u,Ray,2016-08-28,9.3,3162.0,2,1,1,90.0,Southern Metropolitan,5051,500000,Nearby,4
25135,Chadstone,4,t,Ray,2016-08-28,13.6,3148.0,3,2,1,188.0,Southern Metropolitan,3582,881000,Nearby,6
25136,Clifton Hill,2,h,Nelson,2016-08-28,3.4,3068.0,3,1,1,482.0,Northern Metropolitan,2954,1270000,Nearby,5
25137,Clifton Hill,2,t,Miles,2016-08-28,3.4,3068.0,2,1,1,50.0,Northern Metropolitan,2954,640000,Nearby,4
25138,Coburg,1,u,Nelson,2016-08-28,7.8,3058.0,1,1,1,50.0,Northern Metropolitan,11204,241000,Nearby,3
25139,Coburg,4,h,Jellis,2016-08-28,7.8,3058.0,3,2,2,394.0,Northern Metropolitan,11204,1331000,Nearby,7
25140,Coburg,2,h,Nelson,2016-08-28,7.8,3058.0,2,1,1,263.0,Northern Metropolitan,11204,981000,Nearby,4
25141,Coburg,2,t,Peter,2016-08-28,7.8,3058.0,2,1,1,50.0,Northern Metropolitan,11204,570000,Nearby,4
25142,Coburg,2,h,Nelson,2016-08-28,7.8,3058.0,2,1,1,113.0,Northern Metropolitan,11204,500000,Nearby,4
25143,Doncaster,3,h,Assisi,2016-08-28,13.9,3108.0,3,1,4,192.0,Eastern Metropolitan,9028,826000,Nearby,8
25144,Doncaster,3,h,Barry,2016-08-28,13.9,3108.0,4,3,2,385.0,Eastern Metropolitan,9028,900000,Nearby,9
25145,Doncaster,3,t,Jellis,2016-08-28,13.9,3108.0,3,2,1,192.0,Eastern Metropolitan,9028,888000,Nearby,6
25146,Eaglemont,4,h,Nelson,2016-08-28,10.3,3084.0,4,3,2,1177.0,Eastern Metropolitan,1651,2309000,Nearby,9
25147,Elwood,2,u,Kay,2016-08-28,7.7,3184.0,2,2,1,1307.0,Southern Metropolitan,8989,572500,Nearby,5
25148,Elwood,3,h,Chisholm,2016-08-28,7.7,3184.0,2,1,1,393.0,Southern Metropolitan,8989,1925000,Nearby,4
25149,Essendon,3,h,Nelson,2016-08-28,8.0,3040.0,3,1,1,618.0,Western Metropolitan,9264,1290000,Nearby,5
25150,Essendon,2,h,Nelson,2016-08-28,8.0,3040.0,2,1,1,414.0,Western Metropolitan,9264,953000,Nearby,4
25151,Essendon,3,h,Raine,2016-08-28,8.0,3040.0,3,1,2,50.0,Western Metropolitan,9264,1100000,Nearby,6
25152,Essendon,3,u,Nelson,2016-08-28,8.0,3040.0,3,1,1,50.0,Western Metropolitan,9264,820000,Nearby,5
25153,Essendon,4,h,Nelson,2016-08-28,8.0,3040.0,3,2,2,411.0,Western Metropolitan,9264,1270000,Nearby,7
25154,Essendon,3,h,Nelson,2016-08-28,8.0,3040.0,3,2,1,400.0,Western Metropolitan,9264,1445000,Nearby,6
25155,Essendon,4,h,Brad,2016-08-28,8.0,3040.0,3,1,2,533.0,Western Metropolitan,9264,1113000,Nearby,6
25156,Essendon,2,u,Barry,2016-08-28,8.0,3040.0,2,1,1,50.0,Western Metropolitan,9264,370000,Nearby,4
25157,Essendon North,3,t,Brad,2016-08-28,9.4,3041.0,2,1,1,200.0,Western Metropolitan,1308,780000,Nearby,4
25158,Fairfield,2,u,McGrath,2016-08-28,5.8,3078.0,2,1,1,50.0,Northern Metropolitan,2970,545000,Nearby,4
25159,Fairfield,3,h,McGrath,2016-08-28,5.8,3078.0,3,1,3,590.0,Northern Metropolitan,2970,1145000,Nearby,7
25160,Fairfield,3,h,McGrath,2016-08-28,5.8,3078.0,3,1,1,496.0,Northern Metropolitan,2970,1375000,Nearby,5
25161,Fitzroy North,2,u,Nelson,2016-08-28,3.5,3068.0,2,1,1,50.0,Northern Metropolitan,6244,602000,Nearby,4
25162,Fitzroy North,2,h,Nelson,2016-08-28,3.5,3068.0,2,1,1,50.0,Northern Metropolitan,6244,650000,Nearby,4
25163,Fitzroy North,2,h,Nelson,2016-08-28,3.5,3068.0,2,1,2,204.0,Northern Metropolitan,6244,1283000,Nearby,5
25164,Fitzroy North,3,h,Nelson,2016-08-28,3.5,3068.0,3,2,1,118.0,Northern Metropolitan,6244,1450000,Nearby,6
25165,Fitzroy North,2,h,Collins,2016-08-28,3.5,3068.0,2,1,0,160.0,Northern Metropolitan,6244,1325000,Nearby,3
25166,Footscray,2,t,Sweeney,2016-08-28,6.4,3011.0,2,1,1,200.0,Western Metropolitan,7570,535000,Nearby,4
25167,Footscray,3,t,Jas,2016-08-28,6.4,3011.0,3,2,2,102.0,Western Metropolitan,7570,757000,Nearby,7
25168,Footscray,4,h,Village,2016-08-28,6.4,3011.0,4,1,1,799.0,Western Metropolitan,7570,1450000,Nearby,6
25169,Glen Iris,3,h,Jellis,2016-08-28,9.2,3146.0,3,1,1,593.0,Southern Metropolitan,10412,1950000,Nearby,5
25170,Glen Iris,3,h,Marshall,2016-08-28,9.2,3146.0,3,1,2,464.0,Southern Metropolitan,10412,1310000,Nearby,6
25171,Glen Iris,3,h,Jellis,2016-08-28,9.2,3146.0,3,2,2,648.0,Southern Metropolitan,10412,1931000,Nearby,7
25172,Glen Iris,4,h,hockingstuart,2016-08-28,9.2,3146.0,3,1,1,593.0,Southern Metropolitan,10412,1528800,Nearby,5
25173,Glen Iris,4,h,RT,2016-08-28,9.2,3146.0,3,2,4,401.0,Southern Metropolitan,10412,2000000,Nearby,9
25174,Glen Iris,2,h,Marshall,2016-08-28,9.2,3146.0,2,1,2,438.0,Southern Metropolitan,10412,1250000,Nearby,5
25175,Glenroy,3,h,Barry,2016-08-28,13.0,3046.0,3,1,2,657.0,Northern Metropolitan,8870,660000,Nearby,6
25176,Glenroy,2,h,Brad,2016-08-28,13.0,3046.0,3,1,1,482.0,Northern Metropolitan,8870,675000,Nearby,5
25177,Glenroy,3,h,Barry,2016-08-28,13.0,3046.0,3,1,1,482.0,Northern Metropolitan,8870,600000,Nearby,5
25178,Glenroy,3,h,Eview,2016-08-28,13.0,3046.0,3,1,1,482.0,Northern Metropolitan,8870,607000,Nearby,5
25179,Glenroy,2,u,Stockdale,2016-08-28,13.0,3046.0,1,1,1,50.0,Northern Metropolitan,8870,382000,Nearby,3
25180,Glenroy,3,h,Stockdale,2016-08-28,13.0,3046.0,3,1,3,781.0,Northern Metropolitan,8870,722000,Nearby,7
25181,Hampton,3,h,Marshall,2016-08-28,13.7,3188.0,3,1,1,593.0,Southern Metropolitan,5454,1880000,Nearby,5
25182,Hampton,3,h,Buxton,2016-08-28,13.7,3188.0,2,2,2,920.0,Southern Metropolitan,5454,1800000,Nearby,6
25183,Hampton,3,h,Hodges,2016-08-28,13.7,3188.0,3,2,2,662.0,Southern Metropolitan,5454,2439500,Nearby,7
25184,Hampton,4,h,Buxton,2016-08-28,13.7,3188.0,5,2,2,647.0,Southern Metropolitan,5454,2250000,Nearby,9
25185,Hampton East,4,h,Buxton,2016-08-28,14.5,3188.0,4,2,2,575.0,Southern Metropolitan,2356,1416000,Nearby,8
25186,Hampton East,4,h,Buxton,2016-08-28,14.5,3188.0,4,2,2,50.0,Southern Metropolitan,2356,1200000,Nearby,8
25187,Hampton East,3,u,hockingstuart,2016-08-28,14.5,3188.0,3,2,2,317.0,Southern Metropolitan,2356,865000,Nearby,7
25188,Hampton East,3,h,Buxton,2016-08-28,14.5,3188.0,3,1,1,593.0,Southern Metropolitan,2356,1300000,Nearby,5
25189,Hawthorn,3,h,Jellis,2016-08-28,4.6,3122.0,3,2,1,164.0,Southern Metropolitan,11308,1400000,Nearby,6
25190,Hawthorn,1,u,Wood,2016-08-28,4.6,3122.0,1,1,1,50.0,Southern Metropolitan,11308,370000,Nearby,3
25191,Hawthorn,2,u,Jellis,2016-08-28,4.6,3122.0,2,2,2,50.0,Southern Metropolitan,11308,627500,Nearby,6
25192,Hawthorn,2,u,Jellis,2016-08-28,4.6,3122.0,2,2,1,50.0,Southern Metropolitan,11308,710000,Nearby,5
25193,Hawthorn,1,u,Marshall,2016-08-28,4.6,3122.0,2,1,1,50.0,Southern Metropolitan,11308,485000,Nearby,4
25194,Hawthorn,1,u,Jellis,2016-08-28,4.6,3122.0,1,1,1,50.0,Southern Metropolitan,11308,310000,Nearby,3
25195,Hawthorn,3,h,Jellis,2016-08-28,4.6,3122.0,2,1,4,677.0,Southern Metropolitan,11308,3120000,Nearby,7
25196,Hawthorn,1,u,Jellis,2016-08-28,4.6,3122.0,1,1,1,50.0,Southern Metropolitan,11308,393000,Nearby,3
25197,Heidelberg West,3,h,Ray,2016-08-28,9.4,3081.0,2,1,1,413.0,Eastern Metropolitan,2674,465000,Nearby,4
25198,Heidelberg West,3,h,Ray,2016-08-28,9.4,3081.0,3,1,2,665.0,Eastern Metropolitan,2674,675000,Nearby,6
25199,Hughesdale,4,h,Woodards,2016-08-28,13.0,3166.0,3,2,4,738.0,Southern Metropolitan,3145,1322000,Nearby,9
25200,Ivanhoe,3,h,Miles,2016-08-28,7.9,3079.0,3,1,1,693.5,Eastern Metropolitan,5549,1060000,Nearby,5
25201,Ivanhoe,2,t,Nelson,2016-08-28,7.9,3079.0,2,1,1,134.0,Eastern Metropolitan,5549,710000,Nearby,4
25202,Ivanhoe,3,u,Barry,2016-08-28,7.9,3079.0,3,2,2,50.0,Eastern Metropolitan,5549,650000,Nearby,7
25203,Ivanhoe,2,u,Miles,2016-08-28,7.9,3079.0,2,1,1,208.0,Eastern Metropolitan,5549,662000,Nearby,4
25204,Keilor East,3,t,Nelson,2016-08-28,12.8,3033.0,3,2,1,320.0,Western Metropolitan,5629,710000,Nearby,6
25205,Keilor East,4,h,Nelson,2016-08-28,12.8,3033.0,4,2,2,544.0,Western Metropolitan,5629,732000,Nearby,8
25206,Kensington,2,h,Biggin,2016-08-28,4.2,3031.0,2,1,0,149.0,Northern Metropolitan,5263,786000,Nearby,3
25207,Kew,4,h,Kay,2016-08-28,5.6,3101.0,4,3,2,700.0,Southern Metropolitan,10331,2600000,Nearby,9
25208,Kew,2,h,Jellis,2016-08-28,5.6,3101.0,3,1,1,593.0,Southern Metropolitan,10331,975000,Nearby,5
25209,Kew,5,h,Marshall,2016-08-28,5.6,3101.0,5,2,3,920.0,Southern Metropolitan,10331,2800000,Nearby,10
25210,Kew,3,h,Marshall,2016-08-28,5.6,3101.0,3,2,2,275.0,Southern Metropolitan,10331,1420000,Nearby,7
25211,Kew,3,h,Jellis,2016-08-28,5.6,3101.0,4,2,1,336.0,Southern Metropolitan,10331,1800000,Nearby,7
25212,Kew,3,h,O'Donoghues,2016-08-28,5.6,3101.0,3,1,1,593.0,Southern Metropolitan,10331,1505000,Nearby,5
25213,Kew East,3,h,Jellis,2016-08-28,7.5,3102.0,3,1,1,593.0,Southern Metropolitan,2671,1230000,Nearby,5
25214,Maidstone,3,h,Jas,2016-08-28,9.2,3012.0,3,1,3,381.0,Western Metropolitan,3873,865000,Nearby,7
25215,Maidstone,2,t,Jas,2016-08-28,9.2,3012.0,2,2,1,145.0,Western Metropolitan,3873,600000,Nearby,5
25216,Malvern,2,u,Gary,2016-08-28,7.4,3144.0,2,1,1,50.0,Southern Metropolitan,4675,584000,Nearby,4
25217,Malvern,4,h,Abercromby's,2016-08-28,7.4,3144.0,3,1,1,593.0,Southern Metropolitan,4675,4940000,Nearby,5
25218,Malvern,1,u,hockingstuart,2016-08-28,7.4,3144.0,1,1,3,50.0,Southern Metropolitan,4675,420000,Nearby,5
25219,Malvern East,4,h,Jellis,2016-08-28,11.2,3145.0,4,2,4,848.0,Southern Metropolitan,8801,1550000,Nearby,10
25220,Malvern East,3,h,Marshall,2016-08-28,11.2,3145.0,3,1,1,593.0,Southern Metropolitan,8801,2020000,Nearby,5
25221,Malvern East,3,h,Jellis,2016-08-28,11.2,3145.0,3,1,1,288.0,Southern Metropolitan,8801,950000,Nearby,5
25222,Malvern East,3,h,Ray,2016-08-28,11.2,3145.0,3,1,2,615.0,Southern Metropolitan,8801,1782500,Nearby,6
25223,Maribyrnong,4,h,Biggin,2016-08-28,8.7,3032.0,3,3,2,270.0,Western Metropolitan,4918,1230000,Nearby,8
25224,Melbourne,2,u,Dingle,2016-08-28,2.8,3000.0,1,1,1,1136.0,Northern Metropolitan,17496,360000,Nearby,3
25225,Melbourne,1,u,Dingle,2016-08-28,2.8,3000.0,1,1,1,50.0,Northern Metropolitan,17496,435000,Nearby,3
25226,Middle Park,3,h,Greg,2016-08-28,4.1,3206.0,3,1,3,217.0,Southern Metropolitan,2019,1910000,Nearby,7
25227,Moonee Ponds,3,h,Nelson,2016-08-28,6.9,3039.0,3,3,1,325.0,Western Metropolitan,6232,930000,Nearby,7
25228,Moonee Ponds,3,h,Nelson,2016-08-28,6.9,3039.0,2,1,1,207.0,Western Metropolitan,6232,800000,Nearby,4
25229,Moonee Ponds,3,h,Ray,2016-08-28,6.9,3039.0,3,1,2,502.0,Western Metropolitan,6232,1111000,Nearby,6
25230,Moonee Ponds,2,h,Nelson,2016-08-28,6.9,3039.0,2,1,1,339.0,Western Metropolitan,6232,900000,Nearby,4
25231,Moonee Ponds,2,h,Nelson,2016-08-28,6.9,3039.0,3,1,1,219.0,Western Metropolitan,6232,822500,Nearby,5
25232,Moonee Ponds,4,h,Jellis,2016-08-28,6.9,3039.0,3,2,2,595.0,Western Metropolitan,6232,1400000,Nearby,7
25233,Moonee Ponds,1,u,Brad,2016-08-28,6.9,3039.0,1,1,1,50.0,Western Metropolitan,6232,336000,Nearby,3
25234,Moorabbin,3,t,Buxton,2016-08-28,14.6,3189.0,3,2,1,50.0,Southern Metropolitan,2555,800000,Nearby,6
25235,Newport,1,h,Greg,2016-08-28,8.4,3015.0,1,1,0,129.0,Western Metropolitan,5498,643700,Nearby,2
25236,Newport,2,h,Williams,2016-08-28,8.4,3015.0,2,1,2,255.0,Western Metropolitan,5498,760000,Nearby,5
